MSR,sequence,chip_number,chip_coordinate,stage_coordinate,dnum_group,mp_number,parameter,cd_value,no_of_mp_image,mp_image_name_01
20250708_OVL_M1M2_WF245095,15,"-2, -8","14022444,250672","170982702, 149911957","17, -1",17,OVERLAY_Y,3.11,3,20250708_OVL_M1M2_WF245095_015_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,16,"-9, -4","11077613,277527","172103442, 148992831","21, -1",21,OVERLAY_R,1.37,2,20250708_OVL_M1M2_WF245095_016_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,16,"-9, -4","11077613,277527","172103442, 148992831","21, -1",21,OVERLAY_Y,4.71,1,20250708_OVL_M1M2_WF245095_016_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,17,"-5, -8","13563081,283154","175836472, 140496104","20, -1",20,OVERLAY_R,0.85,2,20250708_OVL_M1M2_WF245095_017_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,17,"-5, -8","13563081,283154","175836472, 140496104","20, -1",20,OVERLAY_Y,-3.83,2,20250708_OVL_M1M2_WF245095_017_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,18,"1, 1","13163441,259299","177712145, 142065514","12, -1",12,OVERLAY_R,4.9,4,20250708_OVL_M1M2_WF245095_018_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,18,"1, 1","13163441,259299","177712145, 142065514","12, -1",12,OVERLAY_Y,-0.64,1,20250708_OVL_M1M2_WF245095_018_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,19,"-10, -5","11170628,241084","176612845, 144035093","25, -1",25,OVERLAY_R,4.5,1,20250708_OVL_M1M2_WF245095_019_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,19,"-10, -5","11170628,241084","176612845, 144035093","25, -1",25,OVERLAY_Y,-3.66,2,20250708_OVL_M1M2_WF245095_019_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,20,"-6, 3","11847005,235214","179871430, 149130460","-1, -1",-1,OVERLAY_R,4.0,2,20250708_OVL_M1M2_WF245095_020_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,20,"-6, 3","11847005,235214","179871430, 149130460","-1, -1",-1,OVERLAY_Y,2.25,4,20250708_OVL_M1M2_WF245095_020_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,21,"4, 9","11851426,255178","178191008, 146007642","0, -1",0,OVERLAY_R,-4.06,4,20250708_OVL_M1M2_WF245095_021_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,21,"4, 9","11851426,255178","178191008, 146007642","0, -1",0,OVERLAY_Y,1.14,3,20250708_OVL_M1M2_WF245095_021_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,22,"-5, -9","12553736,236186","176771374, 142018259","0, -1",0,OVERLAY_R,1.17,2,20250708_OVL_M1M2_WF245095_022_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,22,"-5, -9","12553736,236186","176771374, 142018259","0, -1",0,OVERLAY_Y,-2.55,3,20250708_OVL_M1M2_WF245095_022_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,23,"-8, 1","13841321,239851","176634598, 146048127","9, -1",9,OVERLAY_R,-3.6,4,20250708_OVL_M1M2_WF245095_023_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,23,"-8, 1","13841321,239851","176634598, 146048127","9, -1",9,OVERLAY_Y,3.14,1,20250708_OVL_M1M2_WF245095_023_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,24,"4, 7","13218961,232287","178214397, 142151521","2, -1",2,OVERLAY_R,0.68,3,20250708_OVL_M1M2_WF245095_024_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,24,"4, 7","13218961,232287","178214397, 142151521","2, -1",2,OVERLAY_Y,2.35,4,20250708_OVL_M1M2_WF245095_024_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,25,"6, -2","12808968,246663","179775208, 142649973","15, -1",15,OVERLAY_R,1.85,4,20250708_OVL_M1M2_WF245095_025_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,25,"6, -2","12808968,246663","179775208, 142649973","15, -1",15,OVERLAY_Y,3.51,3,20250708_OVL_M1M2_WF245095_025_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,26,"-7, 0","12505094,279672","170754659, 140441673","27, -1",27,OVERLAY_R,4.69,5,20250708_OVL_M1M2_WF245095_026_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,26,"-7, 0","12505094,279672","170754659, 140441673","27, -1",27,OVERLAY_Y,-1.77,2,20250708_OVL_M1M2_WF245095_026_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,27,"10, 5","12806178,244993","171066122, 143494463","25, -1",25,OVERLAY_R,4.69,3,20250708_OVL_M1M2_WF245095_027_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,27,"10, 5","12806178,244993","171066122, 143494463","25, -1",25,OVERLAY_Y,4.25,3,20250708_OVL_M1M2_WF245095_027_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,28,"4, 7","13349824,263060","172360249, 143029427","17, -1",17,OVERLAY_R,-2.71,1,20250708_OVL_M1M2_WF245095_028_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,28,"4, 7","13349824,263060","172360249, 143029427","17, -1",17,OVERLAY_Y,-1.99,2,20250708_OVL_M1M2_WF245095_028_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,29,"-3, -8","10554526,233120","176059883, 144630399","23, -1",23,OVERLAY_R,1.96,3,20250708_OVL_M1M2_WF245095_029_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,29,"-3, -8","10554526,233120","176059883, 144630399","23, -1",23,OVERLAY_Y,1.87,3,20250708_OVL_M1M2_WF245095_029_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,30,"5, 2","11660718,219505","175999500, 141556841","22, -1",22,OVERLAY_R,2.82,4,20250708_OVL_M1M2_WF245095_030_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,30,"5, 2","11660718,219505","175999500, 141556841","22, -1",22,OVERLAY_Y,0.26,4,20250708_OVL_M1M2_WF245095_030_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,31,"5, 6","12657638,228004","171065817, 142248366","0, -1",0,OVERLAY_R,-2.1,5,20250708_OVL_M1M2_WF245095_031_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,31,"5, 6","12657638,228004","171065817, 142248366","0, -1",0,OVERLAY_Y,-1.78,2,20250708_OVL_M1M2_WF245095_031_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,32,"2, -7","14156950,285279","177305583, 147129073","6, -1",6,OVERLAY_R,-4.48,5,20250708_OVL_M1M2_WF245095_032_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,32,"2, -7","14156950,285279","177305583, 147129073","6, -1",6,OVERLAY_Y,3.04,5,20250708_OVL_M1M2_WF245095_032_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,33,"-8, -5","10501425,213094","178991137, 148060164","2, -1",2,OVERLAY_R,-1.88,5,20250708_OVL_M1M2_WF245095_033_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,33,"-8, -5","10501425,213094","178991137, 148060164","2, -1",2,OVERLAY_Y,-4.16,1,20250708_OVL_M1M2_WF245095_033_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,34,"-8, 2","12098583,229994","177266785, 148076234","5, -1",5,OVERLAY_R,1.31,1,20250708_OVL_M1M2_WF245095_034_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,34,"-8, 2","12098583,229994","177266785, 148076234","5, -1",5,OVERLAY_Y,-0.14,5,20250708_OVL_M1M2_WF245095_034_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,35,"-7, -8","14603606,259782","171632721, 140760633","12, -1",12,OVERLAY_R,1.31,3,20250708_OVL_M1M2_WF245095_035_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,35,"-7, -8","14603606,259782","171632721, 140760633","12, -1",12,OVERLAY_Y,-0.77,2,20250708_OVL_M1M2_WF245095_035_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,36,"-1, 0","13809615,206930","176820712, 149192503","0, -1",0,OVERLAY_R,-3.57,4,20250708_OVL_M1M2_WF245095_036_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,36,"-1, 0","13809615,206930","176820712, 149192503","0, -1",0,OVERLAY_Y,3.22,2,20250708_OVL_M1M2_WF245095_036_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,37,"-3, -2","10604835,248796","174417071, 143006575","6, -1",6,OVERLAY_R,-4.88,1,20250708_OVL_M1M2_WF245095_037_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,37,"-3, -2","10604835,248796","174417071, 143006575","6, -1",6,OVERLAY_Y,-4.47,2,20250708_OVL_M1M2_WF245095_037_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,38,"-8, -4","11552055,265824","177243348, 145624404","22, -1",22,OVERLAY_R,4.42,1,20250708_OVL_M1M2_WF245095_038_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,38,"-8, -4","11552055,265824","177243348, 145624404","22, -1",22,OVERLAY_Y,1.75,2,20250708_OVL_M1M2_WF245095_038_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,39,"-5, 1","12418491,297111","171603506, 141607888","4, -1",4,OVERLAY_R,-4.73,4,20250708_OVL_M1M2_WF245095_039_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,39,"-5, 1","12418491,297111","171603506, 141607888","4, -1",4,OVERLAY_Y,-0.2,1,20250708_OVL_M1M2_WF245095_039_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,40,"-1, -8","10632399,233566","175364657, 149878817","0, -1",0,OVERLAY_R,-4.05,4,20250708_OVL_M1M2_WF245095_040_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,40,"-1, -8","10632399,233566","175364657, 149878817","0, -1",0,OVERLAY_Y,-0.76,2,20250708_OVL_M1M2_WF245095_040_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,41,"-4, -1","14356261,218435","172159647, 142276390","8, -1",8,OVERLAY_R,-4.63,3,20250708_OVL_M1M2_WF245095_041_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,41,"-4, -1","14356261,218435","172159647, 142276390","8, -1",8,OVERLAY_Y,-2.68,5,20250708_OVL_M1M2_WF245095_041_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,42,"-6, 1","11545091,287141","172954480, 140791742","4, -1",4,OVERLAY_R,1.55,1,20250708_OVL_M1M2_WF245095_042_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,42,"-6, 1","11545091,287141","172954480, 140791742","4, -1",4,OVERLAY_Y,4.61,5,20250708_OVL_M1M2_WF245095_042_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,43,"-9, 6","10633555,214925","173485207, 144295403","6, -1",6,OVERLAY_R,-2.76,1,20250708_OVL_M1M2_WF245095_043_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,43,"-9, 6","10633555,214925","173485207, 144295403","6, -1",6,OVERLAY_Y,-3.08,2,20250708_OVL_M1M2_WF245095_043_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,44,"0, -4","11522829,267767","176355753, 141958634","5, -1",5,OVERLAY_R,-2.57,5,20250708_OVL_M1M2_WF245095_044_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,44,"0, -4","11522829,267767","176355753, 141958634","5, -1",5,OVERLAY_Y,-2.46,4,20250708_OVL_M1M2_WF245095_044_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,45,"8, -2","12376561,243680","172117962, 143633581","16, -1",16,OVERLAY_R,-1.0,3,20250708_OVL_M1M2_WF245095_045_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,45,"8, -2","12376561,243680","172117962, 143633581","16, -1",16,OVERLAY_Y,1.09,4,20250708_OVL_M1M2_WF245095_045_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,46,"-10, -3","11453432,234564","179792019, 148589914","6, -1",6,OVERLAY_R,-2.32,1,20250708_OVL_M1M2_WF245095_046_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,46,"-10, -3","11453432,234564","179792019, 148589914","6, -1",6,OVERLAY_Y,2.3,5,20250708_OVL_M1M2_WF245095_046_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,47,"0, -8","12076324,257313","177613786, 147944908","27, -1",27,OVERLAY_R,3.21,3,20250708_OVL_M1M2_WF245095_047_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,47,"0, -8","12076324,257313","177613786, 147944908","27, -1",27,OVERLAY_Y,1.62,5,20250708_OVL_M1M2_WF245095_047_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,48,"7, -7","13024287,223245","177917129, 143893209","26, -1",26,OVERLAY_R,2.74,3,20250708_OVL_M1M2_WF245095_048_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,48,"7, -7","13024287,223245","177917129, 143893209","26, -1",26,OVERLAY_Y,1.88,4,20250708_OVL_M1M2_WF245095_048_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,49,"1, -5","13111555,243583","179440884, 141112928","24, -1",24,OVERLAY_R,3.97,2,20250708_OVL_M1M2_WF245095_049_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,49,"1, -5","13111555,243583","179440884, 141112928","24, -1",24,OVERLAY_Y,-1.3,2,20250708_OVL_M1M2_WF245095_049_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,50,"7, -6","14285714,207940","176988644, 146987527","8, -1",8,OVERLAY_R,-0.27,3,20250708_OVL_M1M2_WF245095_050_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,50,"7, -6","14285714,207940","176988644, 146987527","8, -1",8,OVERLAY_Y,-2.81,4,20250708_OVL_M1M2_WF245095_050_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,51,"5, 2","13111083,220873","174840958, 147407668","30, -1",30,OVERLAY_R,-2.29,4,20250708_OVL_M1M2_WF245095_051_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,51,"5, 2","13111083,220873","174840958, 147407668","30, -1",30,OVERLAY_Y,-0.66,3,20250708_OVL_M1M2_WF245095_051_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,52,"7, 8","11957273,244310","173496008, 149415256","22, -1",22,OVERLAY_R,2.0,4,20250708_OVL_M1M2_WF245095_052_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,52,"7, 8","11957273,244310","173496008, 149415256","22, -1",22,OVERLAY_Y,-3.73,5,20250708_OVL_M1M2_WF245095_052_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,53,"4, 8","12844441,298033","174191647, 142585301","28, -1",28,OVERLAY_R,4.11,4,20250708_OVL_M1M2_WF245095_053_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,53,"4, 8","12844441,298033","174191647, 142585301","28, -1",28,OVERLAY_Y,-0.06,5,20250708_OVL_M1M2_WF245095_053_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,54,"-5, -8","12498213,213534","175683361, 147966175","20, -1",20,OVERLAY_R,-0.42,4,20250708_OVL_M1M2_WF245095_054_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,54,"-5, -8","12498213,213534","175683361, 147966175","20, -1",20,OVERLAY_Y,4.51,5,20250708_OVL_M1M2_WF245095_054_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,55,"-4, 8","12717754,235579","173565200, 144808672","10, -1",10,OVERLAY_R,0.0,4,20250708_OVL_M1M2_WF245095_055_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,55,"-4, 8","12717754,235579","173565200, 144808672","10, -1",10,OVERLAY_Y,-2.54,5,20250708_OVL_M1M2_WF245095_055_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,56,"-9, -4","13464149,213273","176598418, 149032851","18, -1",18,OVERLAY_R,-0.3,2,20250708_OVL_M1M2_WF245095_056_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,56,"-9, -4","13464149,213273","176598418, 149032851","18, -1",18,OVERLAY_Y,1.16,5,20250708_OVL_M1M2_WF245095_056_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,57,"7, 3","10647298,254431","171613657, 145947265","21, -1",21,OVERLAY_R,4.46,1,20250708_OVL_M1M2_WF245095_057_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,57,"7, 3","10647298,254431","171613657, 145947265","21, -1",21,OVERLAY_Y,-3.98,5,20250708_OVL_M1M2_WF245095_057_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,58,"7, 2","11650326,291047","177749473, 141482845","-1, -1",-1,OVERLAY_R,-4.77,2,20250708_OVL_M1M2_WF245095_058_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,58,"7, 2","11650326,291047","177749473, 141482845","-1, -1",-1,OVERLAY_Y,-0.26,4,20250708_OVL_M1M2_WF245095_058_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,59,"-8, -1","13955483,290588","172785792, 140068231","8, -1",8,OVERLAY_R,0.36,4,20250708_OVL_M1M2_WF245095_059_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,59,"-8, -1","13955483,290588","172785792, 140068231","8, -1",8,OVERLAY_Y,3.15,5,20250708_OVL_M1M2_WF245095_059_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,60,"9, 1","10160213,272867","172347769, 146486029","18, -1",18,OVERLAY_R,-2.92,2,20250708_OVL_M1M2_WF245095_060_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,60,"9, 1","10160213,272867","172347769, 146486029","18, -1",18,OVERLAY_Y,4.79,3,20250708_OVL_M1M2_WF245095_060_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,61,"1, -8","11648020,277614","174997097, 147415891","10, -1",10,OVERLAY_R,1.42,2,20250708_OVL_M1M2_WF245095_061_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,61,"1, -8","11648020,277614","174997097, 147415891","10, -1",10,OVERLAY_Y,2.49,2,20250708_OVL_M1M2_WF245095_061_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,62,"0, 8","12487538,245150","176802481, 143441255","6, -1",6,OVERLAY_R,0.98,4,20250708_OVL_M1M2_WF245095_062_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,62,"0, 8","12487538,245150","176802481, 143441255","6, -1",6,OVERLAY_Y,-3.61,5,20250708_OVL_M1M2_WF245095_062_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,63,"5, 6","12521407,201487","173610986, 146633905","8, -1",8,OVERLAY_R,0.06,1,20250708_OVL_M1M2_WF245095_063_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,63,"5, 6","12521407,201487","173610986, 146633905","8, -1",8,OVERLAY_Y,4.93,1,20250708_OVL_M1M2_WF245095_063_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,64,"-5, 7","13469624,292080","176430165, 144901155","2, -1",2,OVERLAY_R,1.2,4,20250708_OVL_M1M2_WF245095_064_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,64,"-5, 7","13469624,292080","176430165, 144901155","2, -1",2,OVERLAY_Y,4.9,1,20250708_OVL_M1M2_WF245095_064_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,65,"1, -1","14619639,229385","173664996, 145513606","3, -1",3,OVERLAY_R,-4.67,4,20250708_OVL_M1M2_WF245095_065_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,65,"1, -1","14619639,229385","173664996, 145513606","3, -1",3,OVERLAY_Y,-3.93,3,20250708_OVL_M1M2_WF245095_065_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,66,"5, -3","10231021,214888","176733570, 144142269","8, -1",8,OVERLAY_R,2.31,1,20250708_OVL_M1M2_WF245095_066_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,66,"5, -3","10231021,214888","176733570, 144142269","8, -1",8,OVERLAY_Y,2.61,1,20250708_OVL_M1M2_WF245095_066_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,67,"-4, -7","11899360,230359","174566344, 144561672","29, -1",29,OVERLAY_R,1.66,4,20250708_OVL_M1M2_WF245095_067_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,67,"-4, -7","11899360,230359","174566344, 144561672","29, -1",29,OVERLAY_Y,1.57,2,20250708_OVL_M1M2_WF245095_067_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,68,"8, 2","12295391,269924","171684279, 144721894","-1, -1",-1,OVERLAY_R,0.63,3,20250708_OVL_M1M2_WF245095_068_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,68,"8, 2","12295391,269924","171684279, 144721894","-1, -1",-1,OVERLAY_Y,-4.11,1,20250708_OVL_M1M2_WF245095_068_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,69,"-8, 5","13642001,264700","173632437, 140632454","8, -1",8,OVERLAY_R,4.09,1,20250708_OVL_M1M2_WF245095_069_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,69,"-8, 5","13642001,264700","173632437, 140632454","8, -1",8,OVERLAY_Y,-3.96,1,20250708_OVL_M1M2_WF245095_069_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,70,"-2, -4","14851483,285780","179903840, 141393146","1, -1",1,OVERLAY_R,3.48,2,20250708_OVL_M1M2_WF245095_070_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,70,"-2, -4","14851483,285780","179903840, 141393146","1, -1",1,OVERLAY_Y,3.94,1,20250708_OVL_M1M2_WF245095_070_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,71,"-5, -8","14442915,273639","176999942, 146995994","12, -1",12,OVERLAY_R,4.16,1,20250708_OVL_M1M2_WF245095_071_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,71,"-5, -8","14442915,273639","176999942, 146995994","12, -1",12,OVERLAY_Y,2.48,1,20250708_OVL_M1M2_WF245095_071_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,72,"6, 2","10331815,232302","174898579, 142422285","27, -1",27,OVERLAY_R,2.7,3,20250708_OVL_M1M2_WF245095_072_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,72,"6, 2","10331815,232302","174898579, 142422285","27, -1",27,OVERLAY_Y,0.02,3,20250708_OVL_M1M2_WF245095_072_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,73,"-2, 6","14643239,234227","172616177, 141005185","6, -1",6,OVERLAY_R,-4.25,1,20250708_OVL_M1M2_WF245095_073_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,73,"-2, 6","14643239,234227","172616177, 141005185","6, -1",6,OVERLAY_Y,1.95,5,20250708_OVL_M1M2_WF245095_073_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,74,"8, -6","10806718,263656","179926714, 141672509","17, -1",17,OVERLAY_R,-1.18,1,20250708_OVL_M1M2_WF245095_074_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,74,"8, -6","10806718,263656","179926714, 141672509","17, -1",17,OVERLAY_Y,-1.76,4,20250708_OVL_M1M2_WF245095_074_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,75,"-7, 3","10724862,264947","171946259, 143410441","25, -1",25,OVERLAY_R,2.05,5,20250708_OVL_M1M2_WF245095_075_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,75,"-7, 3","10724862,264947","171946259, 143410441","25, -1",25,OVERLAY_Y,1.82,1,20250708_OVL_M1M2_WF245095_075_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,76,"-6, 4","12545565,260808","170072278, 142710727","16, -1",16,OVERLAY_R,0.56,1,20250708_OVL_M1M2_WF245095_076_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,76,"-6, 4","12545565,260808","170072278, 142710727","16, -1",16,OVERLAY_Y,-2.11,1,20250708_OVL_M1M2_WF245095_076_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,77,"-6, 2","14476309,260211","175017628, 145320286","15, -1",15,OVERLAY_R,4.34,1,20250708_OVL_M1M2_WF245095_077_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,77,"-6, 2","14476309,260211","175017628, 145320286","15, -1",15,OVERLAY_Y,2.73,5,20250708_OVL_M1M2_WF245095_077_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,78,"-4, 3","13658605,262447","178557662, 146182444","9, -1",9,OVERLAY_R,3.6,2,20250708_OVL_M1M2_WF245095_078_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,78,"-4, 3","13658605,262447","178557662, 146182444","9, -1",9,OVERLAY_Y,1.05,2,20250708_OVL_M1M2_WF245095_078_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,79,"4, 9","10668497,204916","178377149, 145061106","3, -1",3,OVERLAY_R,1.58,4,20250708_OVL_M1M2_WF245095_079_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,79,"4, 9","10668497,204916","178377149, 145061106","3, -1",3,OVERLAY_Y,-3.78,5,20250708_OVL_M1M2_WF245095_079_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,80,"-2, -2","11420352,232702","172545972, 141995992","28, -1",28,OVERLAY_R,-4.52,2,20250708_OVL_M1M2_WF245095_080_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,80,"-2, -2","11420352,232702","172545972, 141995992","28, -1",28,OVERLAY_Y,-4.18,3,20250708_OVL_M1M2_WF245095_080_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,81,"-4, 5","12780792,206736","176894842, 147270280","5, -1",5,OVERLAY_R,-1.11,4,20250708_OVL_M1M2_WF245095_081_OVERLAY_R_20250719_083511.tif
